id,gt_raw,gt_canonical,pred_raw,pred_canonical,exact_match,jaccard,missing,extra
174,Build & Run;System Overview;Project Management;Configuration & Environment;Implementation Details;Documentation;UI/UX;Security;Test;Maintanability,build_run;config_environment;documentation_references;implementation_details;maintainability;project_management;security;system_overview;test;ui_ux,"['system_overview', 'ai_integration', 'documentation_references', 'implementation_details', 'build_run', 'test', 'config_environment', 'project_management', 'security', 'ui_ux', 'maintainability']",ai_integration;build_run;config_environment;documentation_references;implementation_details;maintainability;project_management;security;system_overview;test;ui_ux,False,0.9091,,ai_integration
175,Build & Run;Test;Implementation Details,build_run;implementation_details;test,"['ai_integration', 'implementation_details', 'build_run']",ai_integration;build_run;implementation_details,False,0.5,test,ai_integration
176,Build & Run;Test;Implementation Details;Maintanability,build_run;implementation_details;maintainability;test,"['implementation_details', 'build_run', 'test']",build_run;implementation_details;test,False,0.75,maintainability,
177,Build & Run;Test;Architecture;System Overview;Development Process;Debugging;Performance;Claude/AI Integration;Configuration & Environment;Implementation Details,ai_integration;architecture;build_run;config_environment;debugging;development_process;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'performance', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;implementation_details;maintainability;performance;system_overview;test,False,0.8182,development_process,maintainability
178,System Overview;Build & Run;Test;Architecture;Development Process;Implementation Details;Maintanability,architecture;build_run;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process', 'performance', 'security', 'ui_ux', 'maintainability']",ai_integration;architecture;build_run;config_environment;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;project_management;security;system_overview;test;ui_ux,False,0.4667,,ai_integration;config_environment;deployment_operations;documentation_references;performance;project_management;security;ui_ux
179,Implementation Details;Development Process;Build & Run;Test;Documentation,build_run;development_process;documentation_references;implementation_details;test,"['ai_integration', 'documentation_references', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'maintainability', 'security']",ai_integration;build_run;config_environment;development_process;documentation_references;implementation_details;maintainability;security;test,False,0.5556,,ai_integration;config_environment;maintainability;security
18,Build & Run;Test;Configuration & Environment;Architecture;System Overview;Claude/AI Integration,ai_integration;architecture;build_run;config_environment;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'test', 'config_environment']",ai_integration;architecture;build_run;config_environment;documentation_references;system_overview;test,False,0.8571,,documentation_references
180,Claude/AI Integration;Implementation Details;Development Process;Build & Run;System Overview;Architecture;Maintanability,ai_integration;architecture;build_run;development_process;implementation_details;maintainability;system_overview,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'maintainability']",ai_integration;architecture;build_run;documentation_references;maintainability;system_overview,False,0.625,development_process;implementation_details,documentation_references
181,System Overview;Build & Run;Test;Architecture;UI/UX;Maintanability,architecture;build_run;maintainability;system_overview;test;ui_ux,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test']",ai_integration;architecture;build_run;implementation_details;system_overview;test,False,0.5,maintainability;ui_ux,ai_integration;implementation_details
182,System Overview;Build & Run;Test;Architecture;Maintanability;Security,architecture;build_run;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test', 'config_environment', 'security']",ai_integration;architecture;build_run;config_environment;security;system_overview;test,False,0.625,maintainability,ai_integration;config_environment
183,Architecture;Build & Run;Maintanability;Implementation Details;Configuration & Environment;Deployment and Operations,architecture;build_run;config_environment;deployment_operations;implementation_details;maintainability,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'maintainability']",ai_integration;architecture;build_run;config_environment;deployment_operations;implementation_details;maintainability;system_overview;test,False,0.6667,,ai_integration;system_overview;test
184,Build & Run;Test;Implementation Details;Architecture;Maintanability,architecture;build_run;implementation_details;maintainability;test,"['ai_integration', 'architecture', 'implementation_details', 'build_run', 'test']",ai_integration;architecture;build_run;implementation_details;test,False,0.6667,maintainability,ai_integration
185,System Overview;Architecture;Implementation Details;Development Process;Documentation;Test;Maintanability;Build & Run,architecture;build_run;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'ui_ux', 'maintainability']",ai_integration;architecture;build_run;documentation_references;implementation_details;maintainability;system_overview;test;ui_ux,False,0.7,development_process,ai_integration;ui_ux
186,System Overview;Architecture;Security;Implementation Details;Development Process;Build & Run;Test;Documentation;Maintanability,architecture;build_run;development_process;documentation_references;implementation_details;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'debugging']",ai_integration;architecture;build_run;debugging;development_process;documentation_references;implementation_details;system_overview;test,False,0.6364,maintainability;security,ai_integration;debugging
187,System Overview;Architecture;Build & Run;Test;Debugging;Claude/AI Integration;Implementation Details;Development Process;Configuration & Environment;Documentation;Maintanability,ai_integration;architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;documentation_references;implementation_details;maintainability;system_overview;test,False,0.9091,development_process,
188,System Overview;Build & Run;Test;Performance;Architecture;Implementation Details;Debugging;Deployment and Operations;Documentation;Maintanability;Configuration & Environment,architecture;build_run;config_environment;debugging;deployment_operations;documentation_references;implementation_details;maintainability;performance;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'performance', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;documentation_references;implementation_details;maintainability;performance;system_overview;test,False,0.9167,,ai_integration
189,Build & Run;Test;Architecture;Implementation Details;UI/UX;System Overview;Development Process;Maintanability;Deployment and Operations,architecture;build_run;deployment_operations;development_process;implementation_details;maintainability;system_overview;test;ui_ux,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'deployment_operations', 'performance']",ai_integration;architecture;build_run;deployment_operations;implementation_details;performance;system_overview;test,False,0.5455,development_process;maintainability;ui_ux,ai_integration;performance
19,Implementation Details;Test;Architecture;UI/UX;Development Process;System Overview;Build & Run,architecture;build_run;development_process;implementation_details;system_overview;test;ui_ux,"['system_overview', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'maintainability']",architecture;build_run;config_environment;development_process;implementation_details;maintainability;system_overview;test,False,0.6667,ui_ux,config_environment;maintainability
190,System Overview;Build & Run;Test;Architecture;Configuration & Environment;Implementation Details;Development Process;Debugging;Security,architecture;build_run;config_environment;debugging;development_process;implementation_details;security;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;implementation_details;maintainability;security;system_overview;test,False,0.7273,development_process,ai_integration;maintainability
191,Build & Run;Test;Architecture;Implementation Details;Maintanability,architecture;build_run;implementation_details;maintainability;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'ui_ux']",ai_integration;architecture;build_run;implementation_details;system_overview;test;ui_ux,False,0.5,maintainability,ai_integration;system_overview;ui_ux
192,Build & Run;Architecture;Claude/AI Integration;Development Process;Documentation;Maintanability,ai_integration;architecture;build_run;development_process;documentation_references;maintainability,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'project_management', 'development_process', 'performance', 'security']",ai_integration;architecture;build_run;config_environment;development_process;documentation_references;implementation_details;performance;project_management;security;test,False,0.4167,maintainability,config_environment;implementation_details;performance;project_management;security;test
193,Claude/AI Integration;Implementation Details;System Overview;Development Process;Build & Run;Documentation;Performance,ai_integration;build_run;development_process;documentation_references;implementation_details;performance;system_overview,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance', 'security', 'maintainability']",ai_integration;architecture;build_run;config_environment;development_process;documentation_references;implementation_details;maintainability;performance;security;system_overview;test,False,0.5833,,architecture;config_environment;maintainability;security;test
194,Test;Maintanability;Architecture;Configuration & Environment;Implementation Details;Build & Run,architecture;build_run;config_environment;implementation_details;maintainability;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'test', 'config_environment', 'development_process']",ai_integration;architecture;config_environment;development_process;implementation_details;system_overview;test,False,0.4444,build_run;maintainability,ai_integration;development_process;system_overview
195,Build & Run;Test;Architecture;Development Process;Maintanability;Implementation Details,architecture;build_run;development_process;implementation_details;maintainability;test,"['system_overview', 'implementation_details', 'test', 'development_process']",development_process;implementation_details;system_overview;test,False,0.4286,architecture;build_run;maintainability,system_overview
196,Build & Run;Test;Architecture;Configuration & Environment;Development Process;Debugging;Maintanability,architecture;build_run;config_environment;debugging;development_process;maintainability;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment']",ai_integration;architecture;build_run;config_environment;implementation_details;system_overview;test,False,0.4,debugging;development_process;maintainability,ai_integration;implementation_details;system_overview
197,System Overview;Architecture;Build & Run;Test;Configuration & Environment;Implementation Details;Development Process,architecture;build_run;config_environment;development_process;implementation_details;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment']",ai_integration;architecture;build_run;config_environment;implementation_details;system_overview;test,False,0.75,development_process,ai_integration
198,Development Process;Maintanability;Deployment and Operations,deployment_operations;development_process;maintainability,"['development_process', 'deployment_operations']",deployment_operations;development_process,False,0.6667,maintainability,
199,System Overview;Architecture;Configuration & Environment;Test;Security;Implementation Details;Deployment and Operations;Maintanability;Build & Run;Development Process,architecture;build_run;config_environment;deployment_operations;development_process;implementation_details;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'performance', 'security']",ai_integration;architecture;build_run;config_environment;deployment_operations;development_process;documentation_references;implementation_details;performance;security;system_overview;test,False,0.6923,maintainability,ai_integration;documentation_references;performance
2,Architecture;Claude/AI Integration;Development Process;Documentation,ai_integration;architecture;development_process;documentation_references,"['ai_integration', 'architecture', 'documentation_references', 'development_process']",ai_integration;architecture;development_process;documentation_references,True,1.0,,
20,System Overview;Implementation Details;Maintanability,implementation_details;maintainability;system_overview,"['system_overview', 'documentation_references', 'implementation_details', 'maintainability']",documentation_references;implementation_details;maintainability;system_overview,False,0.75,,documentation_references
200,Implementation Details;Development Process;Configuration & Environment;Maintanability,config_environment;development_process;implementation_details;maintainability,"['ai_integration', 'implementation_details', 'config_environment', 'development_process']",ai_integration;config_environment;development_process;implementation_details,False,0.6,maintainability,ai_integration
201,Build & Run;Test;Implementation Details,build_run;implementation_details;test,"['build_run', 'test', 'implementation_details', 'development_process', 'documentation_references', 'performance', 'maintainability']",build_run;development_process;documentation_references;implementation_details;maintainability;performance;test,False,0.4286,,development_process;documentation_references;maintainability;performance
202,Build & Run;Test;Implementation Details,build_run;implementation_details;test,"['architecture', 'implementation_details', 'build_run', 'test']",architecture;build_run;implementation_details;test,False,0.75,,architecture
203,Build & Run;Test,build_run;test,"['build_run', 'test', 'documentation_references']",build_run;documentation_references;test,False,0.6667,,documentation_references
204,Implementation Details;Debugging;Claude/AI Integration;System Overview;Architecture;Build & Run;Test;Security;Performance,ai_integration;architecture;build_run;debugging;implementation_details;performance;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;security;system_overview;test,False,0.5714,performance,config_environment;deployment_operations;development_process;documentation_references;maintainability
205,Claude/AI Integration;System Overview;Architecture;Build & Run;Test;Development Process;Performance;Configuration & Environment;Security;Debugging;Documentation;Maintanability;Deployment and Operations,ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;maintainability;performance;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'performance', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;security;system_overview;test,False,0.9286,,implementation_details
206,System Overview;Architecture;Development Process;Test;Configuration & Environment;Maintanability,architecture;config_environment;development_process;maintainability;system_overview;test,"['system_overview', 'documentation_references', 'architecture', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process']",architecture;build_run;config_environment;deployment_operations;development_process;documentation_references;system_overview;test,False,0.5556,maintainability,build_run;deployment_operations;documentation_references
207,Claude/AI Integration;Implementation Details;Security;Build & Run;Debugging;Test;Configuration & Environment;Development Process,ai_integration;build_run;config_environment;debugging;development_process;implementation_details;security;test,"['documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'performance', 'security', 'maintainability', 'debugging']",architecture;build_run;debugging;development_process;documentation_references;implementation_details;maintainability;performance;security;test,False,0.5,ai_integration;config_environment,architecture;documentation_references;maintainability;performance
208,System Overview;Build & Run;Test;Architecture;Development Process;Implementation Details;Maintanability,architecture;build_run;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'maintainability']",ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;maintainability;system_overview;test,False,0.7778,,ai_integration;documentation_references
209,System Overview;Build & Run;Test;Architecture;Development Process;Implementation Details;Maintanability;Configuration & Environment,architecture;build_run;config_environment;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;security;system_overview;test,False,0.6667,,ai_integration;debugging;documentation_references;security
21,System Overview;Claude/AI Integration;Implementation Details;Architecture;Configuration & Environment;Performance;Test;Maintanability;Deployment and Operations;Security;Development Process;Build & Run,ai_integration;architecture;build_run;config_environment;deployment_operations;development_process;implementation_details;maintainability;performance;security;system_overview;test,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'config_environment', 'deployment_operations', 'development_process', 'security', 'maintainability']",ai_integration;architecture;config_environment;deployment_operations;development_process;documentation_references;implementation_details;maintainability;security,False,0.6154,build_run;performance;system_overview;test,documentation_references
210,System Overview;Build & Run;Test;Architecture;Implementation Details;Development Process;Maintanability,architecture;build_run;development_process;implementation_details;maintainability;system_overview;test,"['ai_integration', 'system_overview', 'architecture', 'build_run', 'test', 'development_process', 'implementation_details', 'documentation_references']",ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;system_overview;test,False,0.6667,maintainability,ai_integration;documentation_references
211,Claude/AI Integration;Development Process;Architecture;Build & Run;Test;Implementation Details;Configuration & Environment;Debugging,ai_integration;architecture;build_run;config_environment;debugging;development_process;implementation_details;test,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process']",ai_integration;architecture;build_run;config_environment;development_process;documentation_references;implementation_details;test,False,0.7778,debugging,documentation_references
212,System Overview;Build & Run;Test;Architecture;Implementation Details;Deployment and Operations,architecture;build_run;deployment_operations;implementation_details;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'deployment_operations', 'development_process']",ai_integration;architecture;build_run;deployment_operations;development_process;documentation_references;implementation_details;system_overview,False,0.5556,test,ai_integration;development_process;documentation_references
213,System Overview;Build & Run;Architecture;Development Process;Implementation Details;Configuration & Environment;Maintanability,architecture;build_run;config_environment;development_process;implementation_details;maintainability;system_overview,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'project_management', 'ui_ux']",ai_integration;architecture;build_run;config_environment;implementation_details;project_management;system_overview;test;ui_ux,False,0.4545,development_process;maintainability,ai_integration;project_management;test;ui_ux
214,System Overview;Architecture;Build & Run;Test;Configuration & Environment;Implementation Details;Development Process;Deployment and Operations;Documentation;Debugging,architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;system_overview;test,"['system_overview', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'config_environment', 'deployment_operations', 'maintainability', 'debugging']",architecture;build_run;config_environment;debugging;deployment_operations;documentation_references;implementation_details;maintainability;system_overview,False,0.7273,development_process;test,maintainability
215,System Overview;Build & Run;Test;Architecture;Configuration & Environment;Implementation Details;Debugging;Maintanability,architecture;build_run;config_environment;debugging;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;implementation_details;system_overview;test,False,0.7778,maintainability,ai_integration
216,System Overview;Architecture;Build & Run;Test;Implementation Details;Configuration & Environment,architecture;build_run;config_environment;implementation_details;system_overview;test,"['ai_integration', 'system_overview', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'security']",ai_integration;architecture;build_run;config_environment;implementation_details;security;system_overview;test,False,0.75,,ai_integration;security
217,Build & Run;Test;Debugging;Documentation;Architecture;Configuration & Environment;Development Process;Implementation Details,architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;development_process;implementation_details;system_overview;test,False,0.7,documentation_references,ai_integration;system_overview
218,Build & Run;Test;Architecture;System Overview;Implementation Details;Deployment and Operations;Documentation;Performance;Security;Development Process,architecture;build_run;deployment_operations;development_process;documentation_references;implementation_details;performance;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'performance', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;documentation_references;implementation_details;maintainability;performance;security;system_overview;test,False,0.6429,development_process,ai_integration;config_environment;debugging;maintainability
219,System Overview;Architecture;Build & Run;Test;Implementation Details;Configuration & Environment;Maintanability;Claude/AI Integration,ai_integration;architecture;build_run;config_environment;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'security', 'ui_ux']",ai_integration;architecture;build_run;config_environment;implementation_details;security;system_overview;test;ui_ux,False,0.7,maintainability,security;ui_ux
22,System Overview;Build & Run;Test;Architecture;Configuration & Environment;Implementation Details;Debugging;Claude/AI Integration;Development Process;Performance,ai_integration;architecture;build_run;config_environment;debugging;development_process;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'performance', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;documentation_references;implementation_details;maintainability;performance;system_overview;test,False,0.6923,development_process,deployment_operations;documentation_references;maintainability
220,System Overview;Architecture;Configuration & Environment;Development Process,architecture;config_environment;development_process;system_overview,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run']",ai_integration;architecture;build_run;implementation_details;system_overview,False,0.2857,config_environment;development_process,ai_integration;build_run;implementation_details
221,System Overview;Build & Run;Test;Architecture;Configuration & Environment;Implementation Details;Maintanability;Development Process,architecture;build_run;config_environment;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'config_environment', 'deployment_operations', 'maintainability']",ai_integration;architecture;build_run;config_environment;deployment_operations;implementation_details;maintainability;system_overview,False,0.6,development_process;test,ai_integration;deployment_operations
222,Build & Run;Test;Architecture;Development Process;Maintanability,architecture;build_run;development_process;maintainability;test,"['ai_integration', 'architecture', 'build_run', 'development_process', 'system_overview', 'test']",ai_integration;architecture;build_run;development_process;system_overview;test,False,0.5714,maintainability,ai_integration;system_overview
223,Development Process;Claude/AI Integration;Test;Deployment and Operations;System Overview;Debugging;Maintanability;Performance;Documentation,ai_integration;debugging;deployment_operations;development_process;documentation_references;maintainability;performance;system_overview;test,"['ai_integration', 'documentation_references', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process', 'performance', 'security', 'maintainability', 'debugging']",ai_integration;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;project_management;security;test,False,0.5714,system_overview,build_run;config_environment;implementation_details;project_management;security
224,System Overview;Architecture;Development Process;Build & Run;Test;Implementation Details,architecture;build_run;development_process;implementation_details;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;system_overview;test,False,0.4545,implementation_details,ai_integration;config_environment;debugging;deployment_operations;documentation_references
225,Build & Run;Test;Architecture;System Overview;Development Process;Configuration & Environment;Implementation Details;Maintanability,architecture;build_run;config_environment;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process']",ai_integration;architecture;build_run;config_environment;development_process;implementation_details;system_overview;test,False,0.7778,maintainability,ai_integration
226,Build & Run;Test;Architecture;Configuration & Environment;Implementation Details,architecture;build_run;config_environment;implementation_details;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'test', 'config_environment']",ai_integration;architecture;build_run;config_environment;documentation_references;system_overview;test,False,0.5,implementation_details,ai_integration;documentation_references;system_overview
227,Architecture;Build & Run;Test;System Overview;Implementation Details;Maintanability,architecture;build_run;implementation_details;maintainability;system_overview;test,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'ui_ux']",ai_integration;architecture;build_run;config_environment;documentation_references;implementation_details;test;ui_ux,False,0.4,maintainability;system_overview,ai_integration;config_environment;documentation_references;ui_ux
228,Build & Run;Test;Architecture;Development Process;Debugging,architecture;build_run;debugging;development_process;test,"['ai_integration', 'architecture', 'build_run', 'test', 'config_environment', 'system_overview', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;system_overview;test,False,0.5,development_process,ai_integration;config_environment;system_overview
229,Build & Run;Test;Documentation;Architecture;Configuration & Environment;Development Process,architecture;build_run;config_environment;development_process;documentation_references;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test']",ai_integration;architecture;build_run;system_overview;test,False,0.375,config_environment;development_process;documentation_references,ai_integration;system_overview
23,System Overview;Build & Run;Test;Maintanability;Architecture;Security;Claude/AI Integration;Documentation;Deployment and Operations,ai_integration;architecture;build_run;deployment_operations;documentation_references;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test', 'security']",ai_integration;architecture;build_run;security;system_overview;test,False,0.6667,deployment_operations;documentation_references;maintainability,
230,System Overview;Architecture;Build & Run;Test;Implementation Details;Debugging;Development Process;Configuration & Environment;Maintanability,architecture;build_run;config_environment;debugging;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'maintainability']",ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;maintainability;system_overview;test,False,0.6364,config_environment;debugging,ai_integration;documentation_references
231,System Overview;Build & Run;Test;Architecture;Development Process;Implementation Details;Performance,architecture;build_run;development_process;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'performance', 'ui_ux']",ai_integration;architecture;build_run;implementation_details;performance;system_overview;test;ui_ux,False,0.6667,development_process,ai_integration;ui_ux
232,System Overview;Build & Run;Test;Development Process;Architecture;Implementation Details;Claude/AI Integration;Documentation;Maintanability,ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'maintainability']",ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;maintainability;system_overview;test,True,1.0,,
233,System Overview;Build & Run;Test;Implementation Details;Architecture;Development Process;Performance,architecture;build_run;development_process;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'deployment_operations', 'development_process', 'performance']",ai_integration;architecture;build_run;deployment_operations;development_process;implementation_details;performance;system_overview;test,False,0.7778,,ai_integration;deployment_operations
234,System Overview;Test;Architecture;Deployment and Operations;Debugging;Security;Claude/AI Integration;Maintanability,ai_integration;architecture;debugging;deployment_operations;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'deployment_operations', 'development_process', 'security', 'debugging']",ai_integration;architecture;build_run;debugging;deployment_operations;development_process;implementation_details;security;system_overview;test,False,0.6364,maintainability,build_run;development_process;implementation_details
235,System Overview;Build & Run;Test;Architecture;Project Management;Implementation Details;Development Process;Maintanability,architecture;build_run;development_process;implementation_details;maintainability;project_management;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'project_management', 'performance', 'maintainability', 'debugging']",ai_integration;architecture;build_run;debugging;documentation_references;implementation_details;maintainability;performance;project_management;system_overview;test,False,0.5833,development_process,ai_integration;debugging;documentation_references;performance
236,System Overview;Build & Run;Test;Architecture;Implementation Details;Performance;Configuration & Environment,architecture;build_run;config_environment;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance']",ai_integration;architecture;build_run;config_environment;development_process;implementation_details;performance;system_overview;test,False,0.7778,,ai_integration;development_process
237,Implementation Details;Development Process;Test;Configuration & Environment;Documentation;Deployment and Operations;Debugging,config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;test,"['ai_integration', 'documentation_references', 'implementation_details', 'test', 'config_environment', 'development_process', 'debugging']",ai_integration;config_environment;debugging;development_process;documentation_references;implementation_details;test,False,0.75,deployment_operations,ai_integration
238,Implementation Details;Architecture;Test;System Overview,architecture;implementation_details;system_overview;test,"['ai_integration', 'architecture', 'implementation_details', 'test', 'debugging']",ai_integration;architecture;debugging;implementation_details;test,False,0.5,system_overview,ai_integration;debugging
239,System Overview;Development Process;Architecture;Implementation Details;Configuration & Environment,architecture;config_environment;development_process;implementation_details;system_overview,"['system_overview', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance', 'maintainability', 'debugging']",architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;performance;system_overview;test,False,0.4545,,build_run;debugging;documentation_references;maintainability;performance;test
24,Architecture;Implementation Details;Test,architecture;implementation_details;test,"['documentation_references', 'architecture', 'implementation_details', 'test', 'maintainability']",architecture;documentation_references;implementation_details;maintainability;test,False,0.6,,documentation_references;maintainability
240,System Overview;Development Process;Test;Maintanability,development_process;maintainability;system_overview;test,"['documentation_references', 'implementation_details', 'test', 'development_process']",development_process;documentation_references;implementation_details;test,False,0.3333,maintainability;system_overview,documentation_references;implementation_details
